"Distance [mm]"	"Flux_Lines []"
167.674452	0.000839362583601239
167.889144	0.000646339239649459
168.103836	0.000454266978438438
168.318528	0.000262606558500294
168.53322	7.02663796219678E-05
168.747912	-0.000121667438375621
168.962604	-0.000313779132080751
169.177296	-0.000506352777727954
169.391988	-0.000699013725715813
169.60668	-0.000892292045768051
169.821372	-0.00108861544644615
170.036064	-0.00128779618140562
170.250756	-0.00148671414395628
170.465448	-0.00167768302168847
170.68014	-0.00188470277233162
170.894832	-0.00206577019696428
171.109524	-0.00223638226175068
171.324216	-0.00239089834376908
171.538908	-0.00254032074833558
171.7536	-0.00268588814044416
171.968292	-0.00282791717448843
172.182984	-0.00297050751051834
172.397676	-0.00312411829771015
172.612368	-0.00329031623569185
172.82706	-0.00346921803682017
173.041752	-0.00366081581317121
173.256444	-0.0038550901460274
173.471136	-0.00404764615702809
173.685828	-0.00423515712649007
173.90052	-0.00442210850788962
174.115212	-0.0046034684507118
174.329904	-0.0047768826972203
174.544596	-0.00494462076648447
174.759288	-0.00510528184780724
174.97398	-0.00525784163858917
175.188672	-0.00540136718102152
175.403364	-0.00552914080003393
175.618056	-0.00564602481192449
175.832748	-0.00574158775351994
176.04744	-0.0058060972709988
176.262132	-0.00583973723680422
176.476824	-0.00584364999495086
176.691516	-0.00582239667114382
176.906208	-0.00577123230532882
177.1209	-0.00568737808103108
177.335592	-0.00557794390871391
177.550284	-0.0054604739162368
177.764976	-0.00532391836851334
177.979668	-0.00517571928823982
178.19436	-0.00501974420393762
178.409052	-0.00485846771604394
178.623744	-0.00469120142567418
178.838436	-0.00451746897642793
179.053128	-0.0043392328470565
179.26782	-0.00415988620055311
179.482512	-0.00397741651570071
179.697204	-0.00379361223105087
179.911896	-0.00360785588568639
180.126588	-0.00341962736203298
180.34128	-0.00322969186050849
180.555972	-0.0030385970207644
180.770664	-0.00284620055007975
180.985356	-0.00265249671474578
181.200048	-0.0024577057411514
181.41474	-0.00226313420803128
181.629432	-0.00206930740243131
181.844124	-0.001875895859358
182.058816	-0.00168209693079837
182.273508	-0.00148948132501069
182.4882	-0.00129782067965671
182.702892	-0.00110630254426582
182.917584	-0.000915839386853814
183.132276	-0.000725031584199961
183.346968	-0.000534849790923378
183.56166	-0.000343169462102739
183.776352	-0.000149934229291923
183.991044	4.44705120828124E-05
184.205736	0.000242407162083753
184.420428	0.000444203461339757
184.63512	0.000643493250346281
184.849812	0.000833737115136425
185.064504	0.0010405414466965
185.279196	0.00121510068126589
185.493888	0.00138088479969194
185.70858	0.00153718721140136
185.923272	0.00168424768305405
186.137964	0.00182696943387209
186.352656	0.00197121892682276
186.567348	0.00211838355541491
186.78204	0.00227504687500103
186.996732	0.00244487779565792
187.211424	0.00263197479631643
187.426116	0.00282588402767836
187.640808	0.00302385791497752
187.8555	0.00322105204242474
188.070192	0.00341489144023344
188.284884	0.00360662956140927
188.499576	0.00379493438648982
188.714268	0.0039778072696687
188.92896	0.00415762854360521
189.143652	0.00433489840039442
189.358344	0.00450912937653132
189.573036	0.00468023083903955
189.787728	0.00484728952900844
190.00242	0.00500965047640041
190.217112	0.00516646957592403
190.431804	0.0053142916912336
190.646496	0.00545310030718851
190.861188	0.00557449656877374
191.07588	0.00567496928915859
191.290572	0.00575279168135663
191.505264	0.00580032078619961
191.719956	0.00581586092057794
191.934648	0.00581334587602776
192.14934	0.00577319788740938
192.364032	0.00570510706281081
192.578724	0.0056047179634532
192.793416	0.00549183713344497
193.008108	0.00536354220021386
193.2228	0.00521849347199046
193.437492	0.0050632281936135
193.652184	0.00490309283401147
193.866876	0.00473641029461514
194.081568	0.00456462943616085
194.29626	0.00438856862530744
194.510952	0.00421004636395374
194.725644	0.00402884175183892
194.940336	0.0038442443356147
195.155028	0.00365673267529135
195.36972	0.00346735741318267
195.584412	0.0032764812612046
195.799104	0.00308442896824006
196.013796	0.00289148765136787
196.228488	0.0026997763658285
196.44318	0.00250909890751161
196.657872	0.00232011328246118
196.872564	0.00213280591206913
197.087256	0.00194441566203364
197.301948	0.00175481642448567
197.51664	0.00156436341349283
197.731332	0.00137359449817232
197.946024	0.00118162626477487
198.160716	0.000988475984249684
198.375408	0.0007936674433562
198.5901	0.000596650907196165
198.804792	0.000395353873357503
199.019484	0.000195805333939176
199.234176	5.98640887713342E-06
199.448868	-0.000198489351817445
199.66356	-0.000368899776772463
199.878252	-0.000531000997071606
200.092944	-0.000684725840408523
200.307636	-0.000830122599584861
200.522328	-0.000971274132506668
200.73702	-0.00111641356596592
200.951712	-0.00126879656328864
201.166404	-0.00142833461340493
201.381096	-0.00160018767101457
201.595788	-0.00179231513771042
201.81048	-0.00198899605143503
202.025172	-0.00218757063837315
202.239864	-0.00238475476490236
202.454556	-0.00258047902801296
202.669248	-0.00277466025919662
202.88394	-0.00296618442661346
203.098632	-0.00315474929568492
203.313324	-0.00334103563179846
203.528016	-0.00352517595391276
203.742708	-0.00370736717465664
203.9574	-0.00388832229222993
204.172092	-0.00406813776098803
204.386784	-0.0042463976481155
204.601476	-0.00442305560842483
