"Time [ns]"	"NodeVoltage(Ivca1) [mV]"	"NodeVoltage(Ivca2) [mV]"	"NodeVoltage(Ivcb1) [mV]"	"NodeVoltage(Ivcb2) [mV]"	"NodeVoltage(Ivcc1) [mV]"	"NodeVoltage(Ivcc2) [mV]"
107918999.999998	-1000	-1000	-1000	1000	1000	-1000
108033199.999998	-1000	-1000	-1000	1000	1000	-1000
108147399.999998	-1000	-1000	-1000	1000	1000	-1000
108261599.999998	1000	-1000	-1000	1000	-1000	-1000
108375799.999997	1000	-1000	-1000	1000	-1000	-1000
108489999.999997	1000	-1000	-1000	1000	-1000	-1000
108604199.999997	1000	-1000	-1000	1000	-1000	-1000
108718399.999997	1000	-1000	-1000	1000	-1000	-1000
108832599.999997	1000	-1000	-1000	1000	-1000	-1000
108946799.999997	1000	-1000	-1000	1000	-1000	-1000
109060999.999997	1000	-1000	-1000	-1000	-1000	1000
109175199.999997	1000	-1000	-1000	-1000	-1000	1000
109289399.999997	1000	-1000	-1000	-1000	-1000	1000
109403599.999997	1000	-1000	-1000	-1000	-1000	1000
109517799.999997	1000	-1000	-1000	-1000	-1000	1000
109631999.999997	1000	-1000	-1000	-1000	-1000	1000
109746199.999997	1000	-1000	-1000	-1000	-1000	1000
109860399.999997	1000	-1000	-1000	-1000	-1000	1000
109974599.999997	-1000	-1000	1000	-1000	-1000	1000
110088799.999997	-1000	-1000	1000	-1000	-1000	1000
110202999.999997	-1000	-1000	1000	-1000	-1000	1000
110317199.999997	-1000	-1000	1000	-1000	-1000	1000
110431399.999997	-1000	-1000	1000	-1000	-1000	1000
110545599.999997	-1000	-1000	1000	-1000	-1000	1000
110659799.999997	-1000	-1000	1000	-1000	-1000	1000
110773999.999997	-1000	1000	1000	-1000	-1000	-1000
110888199.999997	-1000	1000	1000	-1000	-1000	-1000
111002399.999997	-1000	1000	1000	-1000	-1000	-1000
111116599.999997	-1000	1000	1000	-1000	-1000	-1000
111230799.999997	-1000	1000	1000	-1000	-1000	-1000
111344999.999997	-1000	1000	1000	-1000	-1000	-1000
111459199.999997	-1000	1000	1000	-1000	-1000	-1000
111573399.999997	-1000	1000	-1000	-1000	1000	-1000
111687599.999997	-1000	1000	-1000	-1000	1000	-1000
111801799.999997	-1000	1000	-1000	-1000	1000	-1000
111915999.999997	-1000	1000	-1000	-1000	1000	-1000
112030199.999997	-1000	1000	-1000	-1000	1000	-1000
112144399.999997	-1000	1000	-1000	-1000	1000	-1000
112258599.999997	-1000	1000	-1000	-1000	1000	-1000
112372799.999997	-1000	1000	-1000	-1000	1000	-1000
112486999.999997	-1000	-1000	-1000	1000	1000	-1000
112601199.999997	-1000	-1000	-1000	1000	1000	-1000
112715399.999997	-1000	-1000	-1000	1000	1000	-1000
112829599.999997	-1000	-1000	-1000	1000	1000	-1000
112943799.999997	-1000	-1000	-1000	1000	1000	-1000
113057999.999997	-1000	-1000	-1000	1000	1000	-1000
113172199.999997	-1000	-1000	-1000	1000	1000	-1000
113286399.999997	1000	-1000	-1000	1000	-1000	-1000
113400599.999997	1000	-1000	-1000	1000	-1000	-1000
113514799.999997	1000	-1000	-1000	1000	-1000	-1000
113628999.999997	1000	-1000	-1000	1000	-1000	-1000
113743199.999997	1000	-1000	-1000	1000	-1000	-1000
113857399.999997	1000	-1000	-1000	1000	-1000	-1000
113971599.999997	1000	-1000	-1000	1000	-1000	-1000
114085799.999997	1000	-1000	-1000	1000	-1000	-1000
114200000	1000	-1000	-1000	-1000	-1000	1000
