"Time [ms]"	"BranchCurrent(Vi_a) [A]"	"BranchCurrent(Vi_b) [A]"	"BranchCurrent(Vi_c) [A]"
45.9084000000004	-0.026547441500887	6.02722866423024E-05	0.0264871692142446
46.0226000000004	-0.0119734642382347	0.000194369547431201	0.0117790946908035
46.1368000000004	-0.00403993882944993	0.000309338783727669	0.00373060004572226
46.2510000000004	-0.0502101544369252	0.000431073618322641	0.0497790808186025
46.3652000000004	-0.147838194506603	0.000529814883747108	0.147308379622856
46.4794000000004	0.000114836028340642	-0.0626902737964509	0.0625754377681103
46.5936000000004	0.000134718098408854	-0.0418400598554608	0.0417053417570519
46.7078000000004	4.29351513937375E-07	-0.0163782863843134	0.0163778570327994
46.8220000000004	-0.000139062514487795	-0.00103341494217039	0.00117247745665819
46.9362000000004	-0.000262879090044279	-0.0024286799141668	0.00269155900421108
47.0504000000004	-0.000383715520468065	-0.0272739888747731	0.0276577043952412
47.1646000000004	-0.000488113943017662	-0.100984450157314	0.101472564100331
47.2788000000004	-0.000581000237230231	-0.235187747808239	0.235768748045469
47.3930000000004	0.0925400656598694	-0.0925836868357541	4.36211758847171E-05
47.5072000000004	0.0664707062136441	-0.0664131243231534	-5.75818904907238E-05
47.6214000000004	0.0417455552738784	-0.0418207270646967	7.51717908182917E-05
47.7356000000004	0.0280317179841592	-0.0282419095804171	0.000210191596257972
47.8498000000004	0.0383029573895472	-0.0386353585010866	0.000332401111539392
47.9640000000004	0.0878804365746188	-0.0883223938961044	0.000441957321485609
48.0782000000004	0.191767883856872	-0.192309871288446	0.000541987431574464
48.1924000000004	0.0795756174668722	5.48500110623962E-05	-0.0796304674779346
48.3066000000004	0.0566393210065306	0.000116156423883914	-0.0567554774304145
48.4208000000004	0.030502719501692	-1.21259452569709E-05	-0.030490593556435
48.5350000000004	0.010842150352383	-0.000152349657022468	-0.0106898006953606
48.6492000000004	0.0143020760726764	-0.000279386000484771	-0.0140226900721916
48.7634000000004	0.0441699871255104	-0.000396421399145728	-0.0437735657263647
48.8776000000004	0.123527381635331	-0.000501251067814272	-0.123026130567517
48.9918000000004	-0.00017920648101187	0.0598327575920446	-0.0596535511110327
49.1060000000004	-0.000179156383994698	0.0417866268132153	-0.0416074704292206
49.2202000000004	-4.26421957724705E-05	0.0163527315352027	-0.0163100893394303
