"Time [ms]"	"Moving1.Speed [rpm]"
84.8505999999986	1687.36276474928
84.9647999999985	1687.23344548066
85.0789999999985	1687.0758354324
85.1931999999985	1686.95502560939
85.3073999999985	1686.96364213595
85.4215999999985	1687.20435497482
85.5357999999985	1687.46096362189
85.6499999999985	1687.54867497309
85.7641999999985	1687.55116935036
85.8783999999985	1687.47226255748
85.9925999999985	1687.37345114658
86.1067999999985	1687.35821943022
86.2209999999985	1687.52527956236
86.3351999999985	1687.70883913496
86.4493999999985	1687.74983732083
86.5635999999985	1687.70578855148
86.6777999999985	1687.59113081436
86.7919999999985	1687.45550839262
86.9061999999985	1687.37073895472
87.0203999999985	1687.43230540437
87.1345999999985	1687.52976538479
87.2487999999984	1687.52903795463
87.3629999999984	1687.45161445783
87.4771999999984	1687.3021488006
87.5913999999984	1687.11071983443
87.7055999999984	1686.93833986067
87.8197999999984	1686.87668914871
87.9339999999984	1687.02593052252
88.0481999999984	1687.20286472663
88.1623999999984	1687.23376279368
88.2765999999984	1687.18090637808
88.3907999999984	1687.06337079761
88.5049999999984	1686.9317300924
88.6191999999984	1686.86197537443
88.7333999999984	1686.95225976041
88.8475999999984	1687.07268541648
88.9617999999984	1687.08164453288
89.0759999999984	1687.0128452437
89.1901999999984	1686.87188754006
89.3043999999984	1686.69688702189
89.4185999999983	1686.55595822338
89.5327999999983	1686.54411948249
89.6469999999983	1686.75877692716
89.7611999999983	1686.99172317661
89.8753999999983	1687.06496994414
89.9895999999983	1687.05287896311
90.1037999999983	1686.97504844443
90.2179999999983	1686.89270936555
90.3321999999983	1686.88685454772
90.4463999999983	1687.05526540402
90.5605999999983	1687.23542059299
90.6747999999983	1687.27851839508
90.7889999999983	1687.24082951676
90.9031999999983	1687.12845717042
91.0173999999983	1686.99169098201
91.1315999999983	1686.89426661825
91.2457999999983	1686.93602506978
91.3599999999983	1687.22322910626
91.4741999999983	1687.52097455107
91.5883999999983	1687.64111868862
91.7025999999982	1687.6717377652
91.8167999999982	1687.63551221166
91.9309999999982	1687.59151759987
92.0451999999982	1687.6313699742
92.1593999999982	1687.86012077334
92.2735999999982	1688.09240748036
92.3877999999982	1688.16574048219
92.5019999999982	1688.15099531249
92.6161999999982	1688.06591095942
92.7303999999982	1687.96399611451
92.8445999999982	1687.91423910006
92.9587999999982	1688.01273068581
93.0729999999982	1688.13834034071
93.1871999999982	1688.15203023277
93.3013999999982	1688.08499774248
93.4155999999982	1687.94347392474
93.5297999999982	1687.76519846675
93.6439999999982	1687.6136194524
93.7581999999982	1687.58086483209
93.8723999999981	1687.76836319318
93.9865999999981	1687.97713040766
94.1007999999981	1688.02953161002
94.2149999999981	1687.99586655968
94.3291999999981	1687.89655792294
94.4433999999981	1687.78921312978
94.5575999999981	1687.75218339325
94.6717999999981	1687.88426483028
94.7859999999981	1688.03649995648
94.9001999999981	1688.05862911563
95.0143999999981	1687.99986967108
95.1285999999981	1687.86880564083
95.2427999999981	1687.70900996199
95.3569999999981	1687.59019927367
95.4711999999981	1687.60693972114
95.5853999999981	1687.85898848241
95.6995999999981	1688.12524881665
95.8137999999981	1688.22093791999
95.9279999999981	1688.22835728854
96.0421999999981	1688.16004562663
96.156399999998	1688.08053819089
96.270599999998	1688.08850991752
96.384799999998	1688.28244956614
96.498999999998	1688.4861873654
96.613199999998	1688.54067909808
96.727399999998	1688.51001516391
96.841599999998	1688.40533645056
96.955799999998	1688.27833626501
97.069999999998	1688.15770593067
97.184199999998	1688.14543656729
97.298399999998	1688.18909746921
97.412599999998	1688.14515717346
97.526799999998	1688.03135925542
97.640999999998	1687.85359333078
97.755199999998	1687.63867360404
