"Time [ms]"	"FL_a [Wb]"	"FL_c [Wb]"	"FL_b [Wb]"
31.0623999999998	-0.25534340177616	0.0605121647871932	0.169422126989329
31.1765999999998	-0.254204583664003	0.0838694899435842	0.136181969619697
31.2907999999998	-0.258151982864963	0.112416417298686	0.10808577379295
31.4049999999998	-0.25513300320934	0.140717087376013	0.0796961683410658
31.5191999999998	-0.244956779629801	0.168511824087849	0.0507766038516138
31.6333999999998	-0.22894184097776	0.195505319693212	0.021081059550856
31.7475999999998	-0.20786305006729	0.22115354662507	-0.00985136478638706
31.8617999999998	-0.183101494537632	0.244579322099929	-0.0427753767835253
31.9759999999998	-0.151478616269176	0.249271237246664	-0.0678074080883772
32.0901999999998	-0.123628945034722	0.256851400798269	-0.0966494153018079
32.2043999999998	-0.0953970880633625	0.257567699861832	-0.125158113575179
32.3185999999998	-0.0666944574934984	0.251030223316014	-0.153235640463038
32.4327999999998	-0.0374098866706304	0.237904747447207	-0.1807343771237
32.5469999999998	-0.00710382254666666	0.219090954740208	-0.207148683973864
32.6611999999998	0.0247638192352207	0.195977313818206	-0.231833580277669
32.7753999999998	0.058877979167643	0.169963457464298	-0.253969533778167
32.8895999999998	0.0827986429591706	0.137252203689624	-0.254016888666962
33.0037999999998	0.111368450065089	0.109140888387769	-0.258091285676275
33.1179999999998	0.139688581145846	0.0807300935663152	-0.255236838656523
33.2321999999998	0.167523117250195	0.0518046906005671	-0.24526452260364
33.3463999999998	0.194488732067449	0.0220356161813696	-0.2291330778681
33.4605999999998	0.220148941948855	-0.00893220079739088	-0.208008748447319
33.5747999999998	0.243597925069058	-0.0418811255805604	-0.183176166668609
33.6889999999998	0.249208038260199	-0.0673389244970781	-0.151955723014033
33.8031999999998	0.256932816575395	-0.0962093664840669	-0.124108033930011
33.9173999999998	0.257580533264247	-0.124718745365282	-0.095848072160271
34.0315999999998	0.251018021317982	-0.152783824130716	-0.0671012252150018
34.1457999999998	0.237712173357167	-0.180242798414657	-0.0377450545508706
34.26	0.218957204881278	-0.206686890637034	-0.00743399368347071
34.3742000000002	0.19579819233953	-0.231389770257962	0.0244517433931405
34.4884000000002	0.169720943562977	-0.253536183399666	0.0585917133076707
34.6026000000002	0.13727343134286	-0.25410472890617	0.0827973369138416
34.7168000000002	0.109127951769207	-0.258102572482729	0.111358007531007
34.8310000000002	0.0806897713666178	-0.255110482452813	0.139677160498703
34.9452000000002	0.0517287913586326	-0.245036083236347	0.167504391945103
35.0594000000002	0.0219236492558131	-0.228777842800896	0.194463273190048
35.1736000000002	-0.00908513542936732	-0.207576121479683	0.220111819577221
35.2878000000002	-0.0420567716888631	-0.182674276139122	0.243568274272147
35.4020000000002	-0.0677128244921931	-0.151632036824199	0.249448774478486
35.5162000000002	-0.0965776662409766	-0.123756096775279	0.25701733694186
35.6304000000002	-0.125070032525813	-0.0954534108958721	0.257386966793945
35.7446000000002	-0.1531434802951	-0.0666876561182594	0.250750891744349
35.8588000000002	-0.1806217677351	-0.0373207629656063	0.237352230215421
35.9730000000002	-0.206987165995627	-0.00690519200779416	0.218311544563144
36.0872000000002	-0.231616423654781	0.0250762976861259	0.194978662351724
36.2014000000002	-0.253651579942495	0.0593434774849309	0.168724187114561
36.3156000000002	-0.254350265647264	0.0836871529437981	0.136405393312047
36.4298000000002	-0.258187291810187	0.112249429521301	0.108249808366708
36.5440000000002	-0.254871299550177	0.140563020770935	0.0797918331479418
36.6582000000002	-0.244532158203932	0.168363566155027	0.0507893614769405
36.7724000000002	-0.227949311362781	0.19526232463532	0.0209099212399212
36.8866000000002	-0.206570025300789	0.220839091310007	-0.0101810727620225
37.0008000000002	-0.181526462934324	0.24420197345683	-0.0432527730948869
37.1150000000002	-0.150503653597299	0.249943334714407	-0.0689363784075421
37.2292000000002	-0.122596340907107	0.257215575401073	-0.0977811508347062
37.3434000000002	-0.0942711733801	0.25733051077347	-0.126265701364338
37.4576000000002	-0.0654469314535114	0.250247506966926	-0.154295688595015
37.5718000000002	-0.0360055633040428	0.236496828867136	-0.181712251052502
37.6860000000002	-0.00552480218108508	0.217141608037011	-0.208022803619334
37.8002000000002	0.0265578062619449	0.193644995270558	-0.23255785582754
37.9144000000002	0.0609404010154447	0.167270907649029	-0.254480508016378
38.0286000000002	0.085257020551663	0.134918531860787	-0.254768006772859
38.1428000000002	0.113791701001034	0.10672587251952	-0.25817184301911
38.2570000000002	0.142055707118836	0.0782070723132959	-0.254241097667384
38.3712000000002	0.169831887750831	0.0491690199814677	-0.243690362211064
38.4854000000002	0.196681608092804	0.0192312844196996	-0.226784772918415
38.5996000000002	0.222144080114535	-0.0119776763253269	-0.205107690265176
38.7138000000002	0.245340171797564	-0.0452120776378266	-0.179837804460178
38.8280000000002	0.25061839468239	-0.0708040318237915	-0.148719102986294
38.9422000000002	0.257408736347082	-0.099618002835785	-0.120772784782413
39.0564000000002	0.257074211763956	-0.128080443510346	-0.0924151392238116
39.1706000000002	0.24944428341091	-0.15608415433467	-0.0635533907109766
39.2848000000003	0.235329060267308	-0.183451182325348	-0.0340548874143754
39.3990000000003	0.215634311169666	-0.209679184124295	-0.00348659471196428
39.5132000000003	0.191791921795172	-0.234025109245098	0.0287810967311321
39.6274000000003	0.165220116029438	-0.255693466123978	0.0634017118860347
39.7416000000003	0.132680173871788	-0.255170019508105	0.0875282724224609
39.8558000000003	0.104486801333633	-0.25815283782419	0.116061705732007
39.9700000000003	0.0759426606304224	-0.25385349933886	0.144301758158716
40.0842000000003	0.0468452601204929	-0.242589050607706	0.172018609606906
40.1984000000003	0.0168066889040164	-0.225198719967693	0.198763893153616
40.3126000000003	-0.0145666661912144	-0.203080640846755	0.2240509339274
40.4268000000003	-0.0480035919152741	-0.177617742415331	0.247023083419816
40.5410000000003	-0.0733745821829653	-0.146282408901024	0.251491426517428
40.6552000000003	-0.102144671666445	-0.118292318498157	0.257668661183112
40.7694000000003	-0.130589239685392	-0.0899148993652585	0.256721592032763
40.8836000000003	-0.158545595100019	-0.061001948707233	0.248463339873489
40.9978000000003	-0.18579946849623	-0.0313945224572501	0.233763724761302
41.1120000000003	-0.211882338059566	-0.000689553669000382	0.213610962437805
41.2262000000003	-0.236020580967885	0.0317678141887892	0.189409929791012
41.3404000000003	-0.246346520553947	0.0590415620132844	0.159917472186641
