"Time [ns]"	"NodeVoltage(Ie_a) [mV]"	"NodeVoltage(Ie_b) [mV]"	"NodeVoltage(Ie_c) [mV]"	"NodeVoltage(Iv_a) [mV]"	"NodeVoltage(Iv_b) [mV]"	"NodeVoltage(Iv_c) [mV]"
30491399.9999998	-248219.932576795	5489.8062136606	248219.814586626	-249226.245421065	5489.69288676338	249226.240757794
30605599.9999998	-248379.673245357	-61909.1090725931	248380.99187188	-249230.603380517	-61907.8311537832	249230.64408823
30719799.9999998	-248371.79249386	-124193.917959501	248374.440201366	-249229.835666347	-124191.354378094	249229.919792444
30833999.9999998	-248079.381303961	-182953.407016084	248083.246495506	-249221.899497341	-182949.630585097	249221.988257899
30948199.9999998	-247319.579614929	-234655.594947094	247324.489425662	-249208.738101909	-234650.751455067	249208.804420615
31062399.9999998	-245983.295452292	-280342.100769832	245989.128434721	-249195.365013451	-280336.315159327	249195.412385375
31176599.9999998	53241.4217357476	-247800.395091879	247799.276764086	53240.3227357575	-249216.568547456	249216.549219653
31290799.9999998	-36538.7120244903	-247999.277927303	248000.049412144	-36537.9577087125	-249221.24042423	249221.257593294
31404999.9999998	26824.9994993789	-248206.393739807	248205.826309382	26824.445784021	-249225.945849169	249225.932134101
31519199.9999998	94032.6030488857	-248312.301233013	248310.301230122	94030.6620433908	-249228.560714437	249228.501717041
31633399.9999998	152064.614537901	-248202.31149498	248199.088735131	152061.475672861	-249225.160949246	249225.077054437
31747599.9999998	207711.387654644	-247728.325545193	247723.962272753	207707.100228195	-249215.068111569	249214.992265578
31861799.9999998	258409.510051083	-246718.05148094	246712.661935513	258404.17643508	-249201.866455135	249201.81052571
31975999.9999998	248051.138639759	-248051.397028291	12228.3442299277	249221.272949807	-249221.278922601	12228.0918141901
32090199.9999998	248211.501767552	-248213.003026922	70720.1910619026	249225.959850169	-249226.001209052	70718.7311614158
32204399.9999998	248426.167917787	-248426.329849208	7484.32984526895	249231.98004264	-249231.98747609	7484.17534729822
32318599.9999998	248600.284311686	-248598.992899594	-59982.0897315667	249238.031947273	-249237.978676681	-59980.8515900672
32432799.9999998	248614.755301125	-248612.105323128	-122751.678074792	249237.650377719	-249237.534211383	-122749.144263131
32546999.9999998	248339.807552775	-248335.945291189	-181781.530723877	249227.478347598	-249227.368329358	-181777.778480532
32661199.9999998	247605.507517491	-247600.605323957	-233841.801625179	249212.479783872	-249212.404289628	-233836.974925888
32775399.9999998	246281.87296042	-246276.03800611	-280233.155812914	249197.741277498	-249197.689729503	-280227.3724066
32889599.9999998	247950.201850495	38072.6302177292	-247951.002758427	249219.254091132	38071.8443286376	-249219.269109972
33003799.9999998	248166.434515795	-37684.7398724512	-248165.635604002	249224.958644523	-37683.9619107656	-249224.937694416
33117999.9999998	248383.818991446	25391.839473438	-248384.358785791	249230.749258702	25391.3153412822	-249230.764920892
33232199.9999998	248510.129304341	92098.3950531996	-248512.104234248	249234.580875639	92096.4939731259	-249234.654725472
33346399.9999998	248398.928672278	153528.787852177	-248402.202994917	249229.805849995	153525.618763397	-249229.911083854
33460599.9999998	247931.375566124	208212.632477496	-247935.759812692	249218.432659118	208208.334707222	-249218.519135413
33574799.9999998	246923.338071856	259038.913016287	-246928.745143716	249203.892467225	259033.566415154	-249203.952937951
33688999.9999998	23894.5881902614	248153.173683264	-248153.678952112	23894.0949616778	249223.476355558	-249223.488395823
33803199.9999998	72119.6761378442	248327.301085048	-248328.83789177	72118.1873581348	249228.94034594	-249228.988372953
33917399.9999998	6763.71965346833	248552.205475828	-248552.353639559	6763.5800295769	249236.19993646	-249236.2084763
34031599.9999998	-60449.3948016139	248739.387084548	-248738.070976477	-60448.1470140482	249244.038619418	-249243.970298913
34145799.9999998	-124818.653980182	248754.188620822	-248751.458911204	-124816.077502712	249242.729444536	-249242.576212388
34260000	-181157.89963024	248492.094619301	-248488.230159809	-181154.160261135	249231.328924772	-249231.203834385
34374200.0000002	-234239.684894786	247763.409113267	-247758.493159307	-234234.849981556	249214.573679989	-249214.492639258
34488400.0000002	-280855.456255744	246440.679394951	-246434.828980344	-280849.660034408	249199.080398288	-249199.026205017
34602600.0000002	-248043.829316048	248043.174412599	31106.4921671461	-249221.050782783	249221.037974713	31105.8500717656
34716800.0000002	-248275.222140976	248276.00544679	-36824.8193653207	-249227.68548956	249227.7085909	-36824.0591608461
34831000.0000002	-248499.993837289	248499.422718436	26721.2884119722	-249234.432062251	249234.412517929	26720.7368374415
34945200.0000002	-248635.908185546	248633.894391782	93180.0219756531	-249239.226142478	249239.135755388	93178.0985689793
35059400.0000002	-248530.658487624	248527.339301872	154826.456557074	-249233.373848353	249233.250536665	154823.26068301
35173600.0000002	-248064.075009309	248059.66467816	209120.741158548	-249220.709337531	249220.615518568	209116.424646362
35287800.0000002	-247060.903672016	247055.479460703	259712.140108612	-249205.359120158	249205.295396043	259706.779621415
35402000.0000002	-248241.504720998	27910.4480805326	248240.913129436	-249225.421569734	27909.8719570654	249225.40610164
35516200.0000002	-248427.995830091	70603.5646948931	248426.485759209	-249231.905729986	70602.1072230274	249231.853130969
35630400.0000002	-248664.898069102	4067.11714004475	248664.805645484	-249240.612261636	4067.03317910242	249240.60379896
35744600.0000002	-248857.477685327	-61139.6780370707	248858.831833408	-249250.361329038	-61138.4160007141	249250.453440763
35858800.0000002	-248882.929988815	-125593.736371441	248885.72668968	-249248.118389393	-125591.143895145	249248.322613962
35973000.0000002	-248601.228621192	-184461.888794592	248605.156827896	-249232.209988726	-184458.081228062	249232.3306289
36087200.0000002	-247855.430171598	-236503.631154568	247860.396037547	-249215.790371048	-236498.74952497	249215.874607399
36201400.0000002	-246504.648384456	-283451.399253085	246510.553776398	-249199.601400452	-283445.549633896	249199.657173205
36315600.0000002	28798.9388622296	-248084.669699758	248084.062887052	28798.3443989672	-249221.92889712	249221.916547676
36429800.0000002	-35379.4125550973	-248326.512227531	248327.266432874	-35378.682189746	-249229.070730078	249229.09457007
36544000.0000002	29668.5458001925	-248562.342806994	248561.706830164	29667.9333886952	-249236.636458678	249236.612893345
36658200.0000002	95796.7212596246	-248700.765756872	248698.683062138	95794.7438398807	-249241.870672434	249241.765397445
36772400.0000002	158257.386004054	-248592.763541953	248589.361828423	158254.119311885	-249234.983160346	249234.848138984
36886600.0000002	211349.782524991	-248109.762692391	248105.304527589	211345.420009677	-249221.302828479	249221.207178991
37000800.0000002	261800.868774976	-247089.347509635	247083.879110847	261795.465202654	-249205.654683199	249205.589856733
37115000.0000002	248276.486297728	-248277.057045257	26897.7815744814	249226.223856481	-249226.23938381	26897.2263542815
37229200.0000002	248476.003364748	-248477.456507116	67783.604034378	249233.442161608	-249233.496045748	67782.2047761497
37343400.0000002	248729.041921856	-248729.084671236	1704.24196859694	249243.475470884	-249243.483034068	1704.20678240097
37457600.0000002	248924.683635099	-248923.207410649	-65499.5346943104	249254.594270515	-249254.470077981	-65498.1826623948
37571800.0000002	248941.5941884	-248938.708850295	-129272.471041677	249248.833976971	-249248.617049156	-129269.802631388
37686000.0000002	248650.473419544	-248646.494090697	-187741.662772031	249232.294315502	-249232.190247917	-187737.787510769
37800200.0000002	247890.688283991	-247885.67468854	-238792.509696049	249216.198383609	-249216.113647449	-238787.580836758
37914400.0000002	246523.319582518	-246517.371672009	-285496.666182582	249199.761638796	-249199.705317199	-285490.77459367
38028600.0000002	248112.595104953	32664.9743276312	-248113.283393578	249222.487701698	32664.3000623263	-249222.501725018
38142800.0000002	248368.721963293	-31303.0529540613	-248368.053786063	249230.285508746	-31302.4067385971	-249230.26354698
38257000.0000002	248610.853959684	35535.0153767615	-248611.6182305	249238.483003751	35534.2818700402	-249238.513767846
38371200.0000002	248747.76101448	97911.9888980635	-248749.900665401	249243.884716961	97909.9678162167	-249244.003286036
38485400.0000002	248629.854613861	161553.400592329	-248633.331933206	249235.637391013	161550.065866763	-249235.779984792
38599600.0000002	248121.344419179	214974.327180402	-248125.877708068	249221.181708069	214969.889858641	-249221.277675197
38713800.0000002	247065.938828744	265225.256888011	-247071.477941168	249205.337545344	265219.7826862	-249205.402455956
38828000.0000002	22021.2130317159	248295.10610456	-248295.573927906	22020.7584728815	249226.658178213	-249226.671442725
38942200.0000002	63258.2353899452	248511.970409632	-248513.329204517	63256.9295480625	249234.673573397	-249234.726526399
39056400.0000002	-2470.44043723869	248774.481994394	-248774.434232633	-2470.38944936301	249245.740789377	-249245.744015491
39170600.0000002	-70567.9056265696	248973.923320911	-248972.3055502	-70566.4489740837	249258.101451784	-249257.940333559
39284800.0000003	-132931.675318716	248974.860935241	-248971.99797262	-132928.931378016	249244.35086097	-249244.23183905
39399000.0000003	-191459.408620354	248672.305915295	-248668.276407589	-191455.456624579	249231.395632967	-249231.318121036
39513200.0000003	-243458.676532529	247873.029403104	-247867.921246289	-243453.651382345	249215.539316457	-249215.456309826
39627400.0000003	-289383.457078036	246452.102644002	-246446.076282384	-289377.486274446	249199.082951649	-249199.027393621
39741600.0000003	-248102.46221784	248101.589396021	41419.3308960132	-249222.250744687	249222.23289391	41418.4759249711
39855800.0000003	-248365.755878824	248366.344365066	-27607.8379956274	-249230.212268596	249230.230820124	-27607.2680609132
39970000.0000003	-248617.72721792	248616.888628405	38978.412785909	-249238.755934201	249238.721929925	38977.6082006704
40084200.0000003	-248750.058707713	248747.769297692	104681.195592223	-249243.794247827	249243.665647724	104679.034782306
40198400.0000003	-248617.616519496	248614.036397697	166696.760507704	-249234.970422162	249234.831188051	166693.319620015
40312600.0000003	-248077.609166962	248072.967620775	220323.741238124	-249220.168768608	249220.074947768	220319.193512778
40426800.0000003	-246977.740555991	246972.130000048	268782.541018685	-249204.342806864	249204.279788328	268776.993481278
40541000.0000003	-248276.512254221	13013.6222917491	248276.235397661	-249226.162472953	13013.3536663261	249226.154241816
40655200.0000003	-248512.788894283	57505.8113620372	248511.553368873	-249234.738248765	57504.6242617097	249234.689823682
40769400.0000003	-248782.69633231	-7998.99345474044	248782.865417813	-249246.206529197	-7998.82834625026	249246.21050621
40883600.0000003	-248989.075039386	-76501.3057278737	248990.838031315	-249259.244316682	-76499.7265991441	249259.428179882
40997800.0000003	-248953.578220674	-139021.36907796	248956.226037348	-249231.338628835	-139018.499438141	249231.11680569
41112000.0000003	-248631.195036289	-196703.81115061	248635.340440863	-249230.650179653	-196699.750911981	249230.735345598
41226200.0000003	-247789.037100314	-248338.859678263	247794.24456501	-249214.284401994	-248333.73383107	249214.366019497
41340400.0000003	-80704.7834920986	-248537.69083316	248539.414498772	-80703.1175993462	-249233.481068839	249233.538841699
41454600.0000003	-88016.1765267722	-248722.441204283	248724.358360818	-88014.3596339163	-249242.371740372	249242.472004051
41568800.0000003	-21192.8281062242	-248991.589474631	248992.089243464	-21192.3906351697	-249259.488685733	249259.550983511
41683000.0000003	45895.3337850895	-249255.856307714	249253.770855308	45894.3864211639	-249300.105739377	249298.967650896
41797200.0000003	112546.880326045	-250699.287112043	250696.331549721	112544.557155704	-250695.355571717	250694.723179736
41911400.0000003	171164.440727172	-250351.882692293	250338.529816601	171160.907625841	-250550.682014089	250540.862239728
42025600.0000003	224771.918408325	-248442.051441129	248437.361364275	224767.278881813	-249223.401199955	249223.350649613
42139800.0000003	273000.463520989	-247273.770767472	247268.06588019	272994.829031811	-249207.415841085	249207.34544298
42254000.0000003	248442.605901861	-248443.055844938	21060.2632222947	249230.44216763	-249230.457387534	21059.8284991213
42368200.0000003	248691.436629688	-248692.538075133	50568.4332237094	249241.671278275	-249241.728840749	50567.3893407381
42482400.0000003	248962.592188833	-248962.266187273	-14880.5277848872	249257.747489314	-249257.728645008	-14880.2206276318
42596600.0000003	249151.413536279	-249149.063788931	-83030.6669741132	249268.753266011	-249268.117425122	-83028.9530676538
42710800.0000003	250179.352657846	-250138.722843212	-145840.328793501	250364.172425705	-250326.553002468	-145837.318402105
42825000.0000003	248683.967995221	-248679.810158949	-201293.614862153	249228.873301937	-249228.870433355	-201289.459894463
42939200.0000003	247792.545269976	-247787.241520265	-253019.46921896	249214.132347434	-249214.051019603	-253014.24679708
43053400.0000003	248571.302025343	-73825.9551001568	-248569.722668409	249234.532585608	-73824.4311976301	-249234.477131201
43167600.0000003	248771.545612896	-81137.5044961386	-248769.768294599	249244.823379262	-81135.829601369	-249244.720955735
43281800.0000003	249045.11889813	-12497.9045216472	-249044.803407454	249264.501954891	-12497.6465309795	-249264.444454882
43396000.0000003	250419.500851223	52216.0563009233	-247627.107409595	250415.449126424	52214.9784649446	-247621.977848817
43510200.0000003	250741.054176289	117648.453798697	-250743.961694904	250706.91401922	117646.025324006	-250707.393063144
43624400.0000003	250375.278676544	177931.006816281	-250385.182665741	250581.793341225	177927.334048195	-250588.024562336
43738600.0000003	248376.067434074	230557.062864078	-248380.882352634	249222.160565669	230552.303949693	-249222.216569844
43852800.0000003	247138.636934804	277978.220806342	-247144.441936304	249205.858698774	277972.483776777	-249205.926670709
43967000.0000003	8344.46612401333	248403.32235044	-248403.501600581	8344.29387860223	249229.3683201	-249229.37532483
44081200.0000003	43815.2395920344	248659.359739402	-248660.311078924	43814.335109704	249240.360968862	-249240.407826054
44195400.0000003	-22150.8903585615	248927.541789213	-248927.052957686	-22150.4331265723	249255.136834614	-249255.105235076
44309600.0000003	-89091.2439784096	249109.34781554	-249107.082640608	-89089.404971097	249267.221505097	-249266.795337477
44423800.0000003	-153639.77890089	245349.352825226	-247910.725738806	-153636.607519527	245486.122071457	-248050.666366401
44538000.0000003	-207058.778177788	248666.054830501	-248662.095057683	-207054.504221968	249217.15669271	-249217.470875712
44652200.0000003	-258411.28393635	247723.285657068	-247717.871425843	-258405.950278777	249213.159883294	-249213.079309641
44766400.0000003	-248570.170648406	248571.523596346	-63214.4818398789	-249234.481376333	249234.529460951	-63213.176976557
44880600.0000003	-248784.152031259	248785.806626876	-75365.808827183	-249245.620293471	249245.719140603	-75364.2530786977
44994800.0000003	-249063.24511702	249063.453341701	-7721.96581411218	-249266.507736475	249266.556556196	-7721.80640915235
45109000.0000003	-250504.23269947	250501.710032337	60396.9154820178	-250536.46438084	250535.188417971	60395.6687777542
45223200.0000003	-250670.848601904	250667.434704551	124373.5404973	-250688.754539492	250687.907931716	124370.973207723
45337400.0000003	-250636.17731129	230766.435353349	175482.895261124	-250627.602994077	230761.483267327	175479.273029932
45451600.0000003	-248495.103935777	248491.256653214	235600.381964476	-249192.34368896	249193.359391135	235595.518979739
45565800.0000004	-247214.811622695	247208.917599677	282207.724978026	-249206.611495541	249206.54150437	282201.900946178
45680000.0000004	-248454.152243014	5181.7374078406	248454.039598275	-249230.756548802	5181.63044701831	249230.750864886
45794200.0000004	-248721.978748557	36596.2005700464	248721.178493187	-249243.161459716	36595.445109297	249243.116665095
45908400.0000004	-248988.644537753	-29841.5669629397	248989.317453385	-249259.959389892	-29840.9509801702	249260.016322754
46022600.0000004	-249118.74029271	-96234.5243662429	249120.900827913	-249241.109097224	-96232.5379094682	249241.283175653
46136800.0000004	-237369.81834317	-153158.438082043	249946.941252099	-237411.106518007	-153155.276639673	249985.067984567
46251000.0000004	-248662.363370866	-213435.924749094	248664.081570834	-249175.511149212	-213431.519176715	249172.8237768
46365200.0000004	-247701.954896997	-262341.456552184	247707.449972691	-249212.861244855	-262336.041844072	249212.941612437
46479400.0000004	-56856.5424284623	-248594.453116627	248595.671484794	-56855.3688042526	-249235.147714827	249235.192458784
46593600.0000004	-66697.6005508264	-248820.080034374	248821.553482784	-66696.2237318607	-249247.685446097	249247.782075541
46707800.0000004	-212.221372754362	-249103.94652299	249103.988043197	-212.21698478189	-249271.332609838	249271.369742072
46822000.0000004	68851.3155952351	-250649.455699808	250647.262323987	68849.8943763371	-250660.017200517	250659.245043594
46936200.0000004	130154.914662141	-250665.108670169	250661.568898596	130152.228037841	-250689.929778891	250689.076631619
47050400.0000004	189985.356590819	-248513.422667111	248597.469096178	189981.4350182	-248792.162833411	248880.130835097
47164600.0000004	241683.790867228	-248186.728764993	248181.672071272	241678.802342731	-249218.789845601	249218.721676377
47278800.0000004	287760.250982611	-246798.617093695	246792.617688541	287754.313160187	-249202.235876295	249202.174293566
47393000.0000004	248280.439458998	-248279.983823735	-21597.3069561815	249226.198930042	-249226.189103197	-21596.861147764
47507200.0000004	248557.0909593	-248557.704860209	28506.8380772264	249236.421576804	-249236.446990792	28506.2495903056
47621400.0000004	248821.760000191	-248820.944023397	-37218.4222189383	249248.39957509	-249248.351853998	-37217.6539632361
47735600.0000004	248969.053379098	-248966.667864376	-104068.258807014	249255.537536896	-249255.300180287	-104066.110648901
47849800.0000004	248843.375638807	-248839.962731492	-164577.296214627	249234.831863329	-249234.816095373	-164573.899075267
47964000.0000004	248325.530379283	-248320.920943275	-218825.418561317	249223.668441075	-249223.575808894	-218820.901757491
48078200.0000004	247247.385051063	-247241.776389774	-268373.152935191	249207.25282408	-249207.183274342	-268367.613823641
48192400.0000004	248416.483859098	-27156.806810696	-248415.904937006	249229.746669609	-27156.246243583	-249229.72831463
48306600.0000004	248661.495469755	-57507.0526902744	-248660.246969043	249240.349330442	-57505.8655716223	-249240.287948382
48420800.0000004	248944.52014951	6003.94158244697	-248944.643544979	249256.257942817	6003.81765528644	-249256.257411126
48535000.0000004	249163.008495061	75429.9241714711	-249165.219474745	249273.815271662	75428.3671579763	-249274.469237852
48649200.0000004	250440.272555665	138327.852334501	-250448.070317243	250586.439773128	138324.997009576	-250591.38220978
48763400.0000004	248772.980093998	196276.858158066	-248776.765089072	249224.397362421	196272.806731367	-249224.130930795
48877600.0000004	247953.779376268	248190.430641465	-247958.984269167	249216.229216581	248185.307855552	-249216.311323566
48991800.0000004	88727.2277074972	248624.847086493	-248626.749418567	88725.3962172613	249236.337869084	-249236.408710921
49106000.0000004	88698.976234784	248819.94687277	-248821.899168549	88697.1452565396	249247.006198801	-249247.127516335
49220200.0000004	21112.0120097089	249103.413260787	-249103.953391922	21111.5762064681	249270.538177077	-249270.642504971
49334400.0000004	-44835.4502286444	250699.383733435	-250698.111848794	-44834.5247426581	250677.617892952	-250677.271494297
49448600.0000004	-111511.728930991	250802.330796963	-250799.657314695	-111509.427127788	250716.168777258	-250715.797098194
49562800.0000004	-172428.389734686	250559.336089809	-250554.345474777	-172424.830543039	250675.227886679	-250673.796463294
49677000.0000004	-225549.539704065	248523.867280046	-248519.256856703	-225544.884130356	249221.320965662	-249221.366116028
49791200.0000004	-274415.167810622	247358.576396418	-247352.840037468	-274409.504149425	249208.341795059	-249208.269097306
49905400.0000004	-248484.1359552	248484.691702939	-26003.8516686024	-249231.755679191	249231.774658987	-26003.3149006603
50019600.0000004	-248740.402186926	248741.518186144	-50942.7914299249	-249243.872719674	249243.937109548	-50941.7398205802
50133800.0000004	-249027.197104611	249026.848670841	15870.2866041282	-249263.324551158	249263.30370492	15869.9590165967
50248000.0000004	-250638.069241242	244265.717786879	80313.2795124161	-250631.799544856	244261.105905021	80311.6216978879
50362200.0000004	-250620.74461993	250616.8130243	146786.029799575	-250688.297177913	250687.395494254	146782.999887605
50476400.0000004	-248781.338461632	248778.150669838	202340.674672164	-249209.488532955	249210.477319737	202336.498093588
50590600.0000004	-247906.464340704	247901.141010697	253976.880752523	-249215.391258774	249215.310103314	253971.638577977
50704800.0000004	-248634.342153104	78787.5987534826	248632.651803142	-249236.675253254	78785.9724338512	249236.611222924
50819000.0000004	-248849.106162735	80793.4723473458	248847.318541437	-249248.766685293	80791.8045595993	249248.646851742
50933200.0000004	-249139.285573061	13478.2050470287	249138.906547215	-249275.632219664	13477.9268215483	249275.531419299
51047400.0000004	-250731.191567144	-54250.2702319152	250732.610771688	-250693.18988529	-54249.1504060707	250693.489263988
51161600.0000004	-250789.336570271	-119260.024047071	250792.204307205	-250714.954876358	-119257.562307629	250715.36087385
51275800.0000004	-250470.962803545	-180624.172651188	250477.187209649	-250645.201264097	-180620.444294144	250647.697313157
51390000.0000004	-248411.065139742	-230621.53028896	248415.869245901	-249222.602180595	-230616.770051219	249222.646049012
51504200.0000004	-247173.758048765	-278892.792191779	247179.582951654	-249206.214654742	-278887.036297346	249206.283663198
51618400.0000004	-8826.14101770857	-248430.57582458	248430.765739451	-8825.95882959066	-249230.121006611	249230.128733364
51732600.0000004	-41996.1981630862	-248700.457806037	248701.373940408	-41995.3312308139	-249242.133558675	249242.182760774
51846800.0000004	24628.7421733073	-248983.11563844	248982.565880951	24628.2337936444	-249259.464038781	249259.422660956
51961000.0000005	90937.7234081546	-249129.0033832	249127.002772534	90935.846286384	-249233.24816261	249233.124673714
52075200.0000005	154041.558559909	-250231.125998089	250203.591717472	154038.378886149	-250431.204954374	250406.850347517
52189400.0000005	209084.095117568	-248614.583076368	248610.238862085	209079.779360638	-249227.46447259	249227.436015237
52303600.0000005	259601.009270615	-247656.891367828	247651.454263036	259595.651076513	-249212.285265393	249212.206354704
52417800.0000005	248558.042074191	-248559.307041293	59134.3449926909	249234.021342743	-249234.065667875	59133.1243507202
52532000.0000005	248788.308568839	-248789.889202289	71898.8808169696	249245.87238004	-249245.968824114	71897.3966275927
52646200.0000005	249080.185973997	-249080.340159855	5254.61047443454	249268.436598777	-249268.482311369	5254.5020011687
52760400.0000005	250627.293067634	-250625.113178176	-64800.5813940747	250644.725102317	-250643.882817025	-64799.2437899083
52874600.0000005	250694.843197171	-250691.53400143	-124900.560461071	250695.747612519	-250695.016583621	-124897.982294228
52988800.0000005	249733.490465157	-249500.52611078	-186144.676894804	249988.370252106	-249759.248199566	-186140.834592968
53103000.0000005	248255.484548995	-248250.500228685	-238337.187905114	249219.929540644	-249219.864687206	-238332.268438241
53217200.0000005	246926.849012088	-246920.901569545	-285096.319144437	249203.564262036	-249203.500201051	-285090.435762879
53331400.0000005	248338.081022707	11437.3289213276	-248338.321603591	249227.642538404	11437.0928336386	-249227.647031598
53445600.0000005	248621.585386323	-33454.3985020668	-248620.861176932	249238.865933126	-33453.7078886011	-249238.832337201
53559800.0000005	248898.948876757	32584.9130168479	-248899.670418858	249253.163641196	32584.2404059284	-249253.212572378
53674000.0000005	249056.877448567	99732.8104281009	-249059.283296855	249259.175180563	99730.7517607323	-249259.522361482
53788200.0000005	248913.847586608	161494.267788778	-248915.0536779	249199.139067745	161490.934284883	-249197.011655143
53902400.0000005	248469.042450708	215918.341676107	-248473.567044861	249225.153447373	215913.884869469	-249225.221234888
54016600.0000005	247429.837393197	265790.469079428	-247435.396954716	249209.329602567	265784.983224882	-249209.403309541
54130800.0000005	40106.9422640718	248498.242541337	-248499.099098425	40106.1143822278	249232.062178041	-249232.090853285
54245000.0000005	61685.6998069261	248742.167356514	-248743.517154792	61684.4264357025	249243.884528041	-249243.960955095
54359200.0000005	-1785.14390296859	249038.25884406	-249038.239068245	-1785.10706028683	249264.153852574	-249264.170919441
54473400.0000005	-71663.4488208781	250313.427922057	-250302.777451981	-71661.9695543411	250360.561959143	-250351.390755605
54587600.0000005	-135048.38465261	250610.900818783	-250606.916149198	-135045.597019897	250675.16058232	-250673.96354545
54701800.0000005	-193686.672939306	248823.219115308	-248824.097760746	-193682.674972839	249163.912386523	-249168.788998429
54816000.0000005	-245619.888834367	248097.981824006	-248092.836168594	-245614.819088809	249217.797440733	-249217.721530879
54930200.0000005	-291386.590380292	246672.331966558	-246666.26143408	-291380.579475043	249201.004076117	-249200.944448888
55044400.0000005	-248236.951559836	248236.292830321	31208.2532658582	-249225.198704303	249225.18417073	31207.6090699153
55158600.0000005	-248531.259059351	248531.771038184	-23792.5690104234	-249235.496516534	249235.517318869	-23792.0778339255
55272800.0000005	-248808.115760808	248807.2042265	41613.8724920716	-249247.630469316	249247.577921419	41613.0135056608
55387000.0000005	-248955.96576296	248953.495965334	108284.974145986	-249254.026552892	249253.791953149	108282.738948103
55501200.0000005	-248814.251904658	248810.737356529	169842.607820842	-249233.004378254	249232.995650036	169839.102000931
55615400.0000005	-248269.151997356	248264.445303583	223540.907108679	-249222.578564279	249222.485991908	223536.292987277
55729600.0000005	-247148.850830993	247143.15365878	272758.108430315	-249206.076880189	249206.009221428	272752.478916863
55843800.0000005	-248393.62799217	18531.3683750658	248393.232799951	-249229.160366135	18530.985853074	249229.147695908
55958000.0000005	-248661.840430484	53865.3183658332	248660.670464178	-249240.378914057	53864.2064208178	249240.320892767
56072200.0000005	-248956.073874011	-12927.898362387	248956.354253642	-249257.21478091	-12927.631511687	249257.22830984
56186400.0000005	-249169.071665072	-81072.0123594407	249171.600524772	-249265.594170776	-81070.3388831061	249266.449554141
56300600.0000005	-250474.030054075	-144821.297703078	250480.317078772	-250617.64298847	-144818.308345241	250620.94065533
56414800.0000005	-248743.555202663	-200708.066906877	248747.407279912	-249222.52312892	-200703.924024042	249222.232323334
56529000.0000005	-247891.23874151	-252718.527893611	247896.537937683	-249215.418648689	-252713.311679152	249215.501630404
56643200.0000005	-80648.374975329	-248632.707585984	248634.437764281	-80646.7102460231	-249236.591867957	249236.657316948
56757400.0000005	-82981.8589271392	-248855.938323356	248857.77622162	-82980.1459635457	-249249.085846032	249249.210780702
56871600.0000005	-15242.9786584164	-249161.927680774	249162.36902828	-15242.6640041508	-249278.790108172	249278.916801413
56985800.0000005	52520.4945415384	-250780.864321505	250779.561536566	52519.4104215782	-250706.798390018	250706.579725039
57100000	117794.354451876	-250852.971481405	250850.234542998	117791.922965975	-250724.492427318	250724.186974812
57214199.9999995	179252.235996461	-250579.004322637	250574.160192548	179248.535956675	-250685.927858375	250684.783768072
57328399.9999995	230018.018957861	-248506.83358813	248502.098057851	230013.27117264	-249222.561752	249222.574006941
57442599.9999995	278266.00812818	-247293.292772163	247287.478713599	278260.265143012	-249207.453158457	249207.382085061
57556799.9999995	248493.166576275	-248493.503085081	15675.3955002649	249231.881375254	-249231.8943145	15675.0719307047
57670999.9999995	248775.990158862	-248776.944038942	43319.1540732651	249245.716434185	-249245.776075519	43318.2598345189
57785199.9999995	249070.126164614	-249069.579258117	-23806.1156370531	249267.937116485	-249267.881608895	-23805.6242381472
57899399.9999995	250545.524195915	-250540.565242304	-89921.3098208367	250600.987545968	-250597.884733579	-89919.4536796152
58013599.9999995	250488.820312839	-250482.610898812	-153588.744402249	250630.137943215	-250627.098856685	-153585.574074751
58127799.9999995	248686.908909817	-248682.748049745	-208572.877980738	249223.856161622	-249224.000507365	-208568.572774923
58241999.9999995	247745.504963422	-247740.067892946	-259552.097829985	249213.262037912	-249213.182156288	-259546.740641132
58356199.9999995	248611.57620696	-64255.8242962363	-248610.198750308	249235.746641043	-64254.4979377088	-249235.695542919
58470399.9999995	248852.863607571	-72467.7847633843	-248851.256067315	249249.342977095	-72466.2888327015	-249249.231367521
58584599.9999995	249159.435497582	-5526.85689913251	-249159.238873484	249279.023984852	-5526.7428060279	-249278.941453858
58698799.9999995	250758.693436794	64091.2139477061	-250760.306447503	250702.601708557	64089.8909862061	-250702.891757766
58812999.9999995	250797.85676408	125364.336757457	-250800.84505433	250717.28039473	125361.749017265	-250717.680944786
58927199.9999995	250447.366662937	186511.353883007	-250454.120459168	250637.401245564	186507.504012974	-250640.305171762
59041399.9999995	248330.759027662	238727.482992881	-248335.729003389	249220.244580083	238722.555471549	-249220.287034479
59155599.9999995	247004.318581863	285387.099875252	-247010.273503813	249204.276641346	285381.210538546	-249204.342226591
59269799.9999995	-7613.61197767148	248391.573032924	-248391.413589571	-7613.45481860957	249228.982294698	-249228.980010407
59383999.9999995	33301.9432820809	248682.702483406	-248683.426911511	33301.2558179676	249241.425057436	-249241.462021428
59498199.9999995	-32930.8316925477	248971.42324378	-248970.682800144	-32930.1519412138	249258.521296466	-249258.460604164
59612399.9999995	-100372.047916196	249107.479507302	-249105.614430983	-100369.976053858	249230.280315384	-249230.487101405
59726599.9999995	-154507.845842075	250631.346662077	-234185.367791012	-154504.656548338	250623.326219089	-234180.536641761
