"Time [ns]"	"SolidLoss [mW]"	"CoreLoss [mW]"	"p_cu [W]"	"P_out [W]"	"Pro [W]"	"Pem []"
30491399.9999998	1609.65386565473	16779.9617630291	50.506979023787	555.027650741534	81.3395555561174	636.367206297651
30605599.9999998	1209.91231131491	16838.0413360569	57.1750955923625	588.097357383495	81.3091849475117	669.406542331007
30719799.9999998	1125.21888242769	16953.8093656088	65.7157173347783	616.482883314807	81.3078878188017	697.790771133609
30833999.9999998	1271.91553757419	17278.3022095382	76.744661995416	642.987682175404	81.3324786817229	724.320160857127
30948199.9999998	1569.86626210018	17749.4278133955	91.598394742245	667.679293052415	81.3811356260781	749.060428678493
31062399.9999998	2184.9060762024	18148.0617412512	112.182802053537	685.63636275661	81.4497539132442	767.086116669854
31176599.9999998	7623.89952668419	19740.1133663687	62.1212321104469	568.408110273153	81.4713486751706	649.879458948324
31290799.9999998	6768.47745128255	19972.3191836891	43.1319677448701	506.638409332222	81.4084543742527	588.046863706475
31404999.9999998	5305.29095567828	20829.6439698153	42.2695345008839	501.408574261197	81.3141660720438	582.722740333241
31519199.9999998	1537.5161893032	16872.7507462982	48.2383350062894	540.909150745128	81.2363380844083	622.145488829536
31633399.9999998	1180.43051784776	16934.1184665522	54.5550161592297	575.779346987261	81.1938213141185	656.97316830138
31747599.9999998	1064.71699122947	16984.8848315749	62.4262191683887	606.263696087489	81.1822543372494	687.445950424738
31861799.9999998	1172.8260451077	17242.198701942	72.4556801472711	632.52650332795	81.1974826795792	713.723986007529
31975999.9999998	1429.29786909798	17664.4093694414	85.8948641137339	658.774962194965	81.2374259211307	740.012388116096
32090199.9999998	1914.16204972121	18155.3110435156	104.199804959554	679.411329831387	81.2993547505943	760.710684581982
32204399.9999998	3086.74026426912	18618.9720433068	131.025475657856	692.104800238352	81.3768095039495	773.481609742302
32318599.9999998	7389.8727332961	19765.2617719877	75.0325936474241	585.664773446581	81.4098198803034	667.074593326884
32432799.9999998	6391.27810468304	20012.3713406719	52.1565724757318	534.122786867521	81.3682178610721	615.491004728593
32546999.9999998	4812.32749091033	20525.8946136123	48.0443336431346	535.019688421715	81.3028665527603	616.322554974475
32661199.9999998	2258.43780355549	18396.1538296356	53.1210033569061	569.832422207652	81.2545613998494	651.086983607501
32775399.9999998	1259.9337088071	16936.4778774805	60.3879145002576	601.166781138805	81.2375983086214	682.404379447426
32889599.9999998	1207.66361176643	17186.463815024	69.6502629526714	627.701219281278	81.2479761352949	708.949195416572
33003799.9999998	1372.67953481464	17576.5348855519	81.8807654165681	654.630681863832	81.2835331208012	735.914214984633
33117999.9999998	1735.9524288775	18117.3040387274	98.2867376257315	677.293134430179	81.3423657652317	758.635500195411
33232199.9999998	2498.86439336481	18513.7014321981	121.62439986149	692.904695026745	81.4190653722734	774.323760399019
33346399.9999998	7551.07809404563	19832.1911817452	68.648558199892	579.445158378749	81.449388906765	660.894547285514
33460599.9999998	6672.13633178483	20018.2903938635	47.5788545280642	522.808415404426	81.3993945202647	604.207809924691
33574799.9999998	6449.52579485668	22791.8797390468	44.5048646836588	515.50123822952	81.3194054034131	596.820643632933
33688999.9999998	1627.14098654908	16844.3213672898	50.668865094349	556.446497803255	81.255533344237	637.702031147492
33803199.9999998	1212.10921225927	16951.4076910386	57.2054498501825	588.766841773784	81.2264079174673	669.993249691251
33917399.9999998	1126.07046101384	17028.3372592485	65.8903596899378	617.88813627629	81.2263457377939	699.114482014084
34031599.9999998	1272.69378104753	17406.582174975	76.7841160080606	643.0124222238	81.2518637060048	724.264285929804
34145799.9999998	1563.61964556769	17851.7916153547	91.6907697655021	669.091100262957	81.3014477633357	750.392548026292
34260000	2165.77615035567	18336.0914249358	112.067595835918	685.516369285787	81.3709221878708	766.887291473657
