"Time [ns]"	"NodeVoltage(Ie_a) [mV]"	"NodeVoltage(Ie_b) [mV]"	"NodeVoltage(Ie_c) [mV]"	"NodeVoltage(Iv_a) [mV]"	"NodeVoltage(Iv_b) [mV]"	"NodeVoltage(Iv_c) [mV]"
30719799.9999998	101249.190512303	-230824.004249938	230821.910918213	101247.100548405	-249148.00530626	249148.001938434
30833999.9999998	148156.900033457	-229344.078768091	229341.015986097	148153.84183288	-249145.71143006	249145.706848643
30948199.9999998	191307.898784838	-227510.165596518	227506.211231354	191303.949932176	-249143.06545773	249143.059945227
31062399.9999998	232847.606840653	-225199.670224732	225194.857953608	232842.800689688	-249139.992582442	249139.986462283
31176599.9999998	243236.337796315	-229116.80716681	-264928.907109015	249178.090688875	-249145.267718326	-250842.199450059
31290799.9999998	238474.163510397	-232199.185684538	-257084.20192951	249163.317289085	-249150.262855963	-250822.278536774
31404999.9999998	234460.280150081	-234454.861205424	-262019.738895317	249154.42255393	-249154.411959246	-262014.330545345
31519199.9999998	233452.237584268	-233452.287159721	2396.13814376344	249152.513685378	-249152.513722123	2396.08860505558
31633399.9999998	232454.55464017	-232453.723169811	-40208.8491843475	249150.730079643	-249150.728594522	-40208.0191991091
31747599.9999998	231289.130776913	-231287.357470861	-85769.3482220247	249148.760042399	-249148.757171497	-85767.5777868747
31861799.9999998	229906.082326463	-229903.35683419	-131835.919850291	249146.564614913	-249146.560439812	-131833.19853312
31975999.9999998	228195.375211749	-228191.713841276	-177125.580529476	249144.030328661	-249144.025090104	-177121.92439756
32090199.9999998	226068.258518511	-226063.737718217	-218734.303962971	249141.117278175	-249141.111376389	-218729.789064463
32204399.9999998	223264.799543972	-223259.453525259	-258701.932651458	249137.603856001	-249137.597387289	-258696.593101457
32318599.9999998	227302.414703868	266832.116870055	-243324.090916604	249142.659537772	250845.503287147	-249177.7221676
32432799.9999998	230339.534127561	259126.589438222	-238653.767358519	249147.208116144	250828.9326758	-249163.78458468
32546999.9999998	232417.018004783	253229.027836502	-234830.439015707	249150.626150851	250820.102054169	-249155.121379442
32661199.9999998	232673.88396653	149313.66037432	-232676.971532836	249151.113776526	149310.578269042	-249151.119237553
32775399.9999998	231581.986212394	72565.4389097783	-231583.486659515	249149.244239472	72563.9410244937	-249149.246801309
32889599.9999998	230280.290237154	116464.244244206	-230282.698028223	249147.144619837	116461.840219262	-249147.148385963
33003799.9999998	228687.976365311	162297.074949193	-228691.331370681	249144.741298867	162293.72488425	-249144.746239295
33117999.9999998	226729.054369962	204910.423885809	-226733.289699791	249141.997263056	204906.194287244	-249142.002994319
33232199.9999998	224206.305854443	244794.824668027	-224211.364797587	249138.747231572	244789.772003539	-249138.753510228
33346399.9999998	-265932.066127183	243303.678910973	-228181.354696464	-250843.968653797	249178.129284712	-249143.902543589
33460599.9999998	-258130.35018966	238564.165515685	-231244.695682145	-250825.778848579	249163.559563013	-249148.661070553
33574799.9999998	-321180.376391354	234076.551749396	-234069.910903442	-321173.748216027	249153.682800519	-249153.670129892
33688999.9999998	-11624.4997846862	233060.995527617	-233060.755193044	-11624.2599428968	249151.801639396	-249151.801146613
33803199.9999998	-57396.7242380382	232053.267570345	-232052.08078963	-57395.5394633723	249150.038947104	-249150.036941055
33917399.9999998	-97946.1610892815	230799.59659357	-230797.57156729	-97944.1393058193	249147.965390261	-249147.962147443
34031599.9999998	-147816.902992274	229338.97864826	-229335.922838228	-147813.851808194	249145.704514107	-249145.699888156
34145799.9999998	-189356.348997995	227499.223247991	-227495.309269344	-189352.440426353	249143.049660589	-249143.044253583
34260000	-232062.791068825	225211.975603819	-225207.179582404	-232058.001109489	249140.008901007	-249140.002838928
